=== POKRYCIE: 151652/152666 = 99.34% | Brakuje: 1014 linii ===

=== GRUPA 1: Mają product_id, BRAK internal_sku (potrzebne mapowanie) ===
sku;asin;title;marketplace_id;brand;category;parent_asin;mapping_source;order_lines;total_revenue;currency;first_order;last_order
MAG_5906638376904;B0G5MF3S9T;KADAX 4er Set Vorratsgläser 1,7 L mit Schraubdeckeln in Schwarz - große Einmachgläser zum Lagern, Einlegen & Fermentieren;A1PA6795UKMFR9;;;B0G52N3936;spapi_ean_only;2;33.90;EUR;2025-12-29 16:43:24+00:00;2025-12-29 16:43:24+00:00
MAG_5906638376447;B0G5MH2M6K;KADAX 24er Set Einmachgläser 900 ml mit Schraubdeckel in Grün/Gold - Große Vorratsgläser für Suppen, Fleisch, Saucen, Fermentation & mehr;A1PA6795UKMFR9;;;B0G52N3936;spapi_ean_only;2;57.90;EUR;2026-01-01 14:00:23+00:00;2026-01-01 14:00:23+00:00
MAG_5906638375297;B0G58Z73P3;KADAX 20er Set Einmachgläser 315 ml mit Schraubdeckel in Schwarz - Vielseitige Vorratsgläser & Einmachgläser für Aufstriche, Pesto, Saucen & Eingemachtes;A1PA6795UKMFR9;;;B0G52N3936;spapi_ean_only;2;75.80;EUR;2026-01-24 10:25:37+00:00;2026-01-29 11:38:33+00:00
MAG_5906638377024;B0G591YYZV;KADAX Set van 2 voorraadpotten 5 L met schroefdoppen in wit - grote vergingspotten voor zuurkool, kombucha & ingeblikt voedsel;A1PA6795UKMFR9;;;B0G52N3936;spapi_ean_only;2;37.90;EUR;2026-01-12 06:26:24+00:00;2026-01-15 19:15:19+00:00
MAG_5906638374696;B0G58K5WGK;KADAX 10er Set Marmeladengläser 235 ml mit Schraubdeckel in Herzen - Luftdichte Einmachgläser für Konfitüren, Eingemachtes, Pasteten, Fleisch & mehr;A1PA6795UKMFR9;;;B0G52N3936;spapi_ean_only;2;33.75;EUR;2025-12-10 18:46:41+00:00;2025-12-12 19:16:17+00:00
MAG_5906638374658;B0G58KJ2FX;KADAX 10er Set Marmeladengläser 235 ml mit Schraubdeckel in Rot - Luftdichte Einmachgläser für Konfitüren, Eingemachtes, Pasteten, Fleisch & mehr;A1PA6795UKMFR9;;;B0G52N3936;spapi_ean_only;1;16.95;EUR;2025-12-11 06:44:55+00:00;2025-12-11 06:44:55+00:00
MAG_5906638374689;B0G58M79WC;KADAX 10er Set Marmeladengläser 235 ml mit Schraubdeckel in Paprika - Luftdichte Einmachgläser für Konfitüren, Eingemachtes, Pasteten, Fleisch & mehr;A1PA6795UKMFR9;;;B0G52N3936;spapi_ean_only;1;16.95;EUR;2025-12-07 17:35:35+00:00;2025-12-07 17:35:35+00:00
MAG_5906638374719;B0G58MSZ6H;KADAX 10er Set Marmeladengläser 235 ml mit Schraubdeckel in Schwarz Matt - Luftdichte Einmachgläser für Konfitüren, Eingemachtes, Pasteten, Fleisch & mehr;A1PA6795UKMFR9;;;B0G52N3936;spapi_ean_only;1;16.95;EUR;2025-12-14 20:33:03+00:00;2025-12-14 20:33:03+00:00
MAG_5906638375341;B0G58TN3TL;KADAX 20er Set Einmachgläser 315 ml mit Schraubdeckel in Silber - Vielseitige Vorratsgläser & Einmachgläser für Aufstriche, Pesto, Saucen & Eingemachtes;A1PA6795UKMFR9;;;B0G52N3936;spapi_ean_only;1;18.95;EUR;2026-01-29 11:38:33+00:00;2026-01-29 11:38:33+00:00
MAG_5906638375273;B0G58V8J51;KADAX 20er Set Einmachgläser 315 ml mit Schraubdeckel in Grün - Vielseitige Vorratsgläser & Einmachgläser für Aufstriche, Pesto, Saucen & Eingemachtes;A1PA6795UKMFR9;;;B0G52N3936;spapi_ean_only;1;18.95;EUR;2026-01-29 11:38:33+00:00;2026-01-29 11:38:33+00:00
MAG_5906638375334;B0G58VFVK8;KADAX 20er Set Einmachgläser 315 ml mit Schraubdeckel in Rot - Vielseitige Vorratsgläser & Einmachgläser für Aufstriche, Pesto, Saucen & Eingemachtes;A1PA6795UKMFR9;;;B0G52N3936;spapi_ean_only;1;18.95;EUR;2026-01-29 11:38:33+00:00;2026-01-29 11:38:33+00:00
MAG_5906638375365;B0G58WGXKS;KADAX 20er Set Einmachgläser 315 ml mit Schraubdeckel in Gold - Vielseitige Vorratsgläser & Einmachgläser für Aufstriche, Pesto, Saucen & Eingemachtes;A1PA6795UKMFR9;;;B0G52N3936;spapi_ean_only;1;18.95;EUR;2026-01-29 11:38:33+00:00;2026-01-29 11:38:33+00:00
MAG_5906638376577;B0G5MJNJ48;KADAX 24er Set Einmachgläser 900 ml mit Schraubdeckel in Schwarz Gepunktet - Große Vorratsgläser für Suppen, Fleisch, Saucen, Fermentation & mehr;A1PA6795UKMFR9;;;B0G52N3936;spapi_ean_only;1;28.95;EUR;2026-01-11 09:01:24+00:00;2026-01-11 09:01:24+00:00
MAG_5906638376898;B0G5MD1B5V;KADAX 4er Set Vorratsgläser 1,7 L mit Schraubdeckeln in Weiß - große Einmachgläser zum Lagern, Einlegen & Fermentieren;A1PA6795UKMFR9;;;B0G52N3936;spapi_ean_only;1;16.95;EUR;2026-02-25 09:19:24+00:00;2026-02-25 09:19:24+00:00
MAG_5906638376980;B0G596SH2M;KADAX Vorratsglas 3 L mit Schraubdeckel in Schwarz - großes Gärglas für Sauerkraut, Kombucha & Eingemachtes;A1PA6795UKMFR9;;;B0G52N3936;spapi_ean_only;1;6.95;EUR;2026-01-02 22:49:10+00:00;2026-01-02 22:49:10+00:00
MAG_5906638376942;B0G598NS7W;KADAX 4er Set Vorratsgläser 2,5 L mit Schraubdeckeln in Schwarz - große Gläser für Vorräte, Fermentation & Eingemachtes;A1PA6795UKMFR9;;;B0G52N3936;spapi_ean_only;1;23.95;EUR;2026-01-09 20:13:22+00:00;2026-01-09 20:13:22+00:00
MAG_5906638376973;B0G598RQTM;KADAX Vorratsglas 3 L mit Schraubdeckel in Weiß - großes Gärglas für Sauerkraut, Kombucha & Eingemachtes;A1PA6795UKMFR9;;;B0G52N3936;spapi_ean_only;1;6.95;EUR;2026-01-04 16:52:30+00:00;2026-01-04 16:52:30+00:00
MAG_5906638376140;B0G5N5CVHC;KADAX 16er Set Einmachgläser 720 ml mit Schraubdeckel in Silber - Großvolumige Vorratsgläser für Gurken, Suppen, Fleischgerichte & Hausgemachte Konserven;A1PA6795UKMFR9;;;B0G52N3936;spapi_ean_only;1;22.95;EUR;2026-01-05 11:45:34+00:00;2026-01-05 11:45:34+00:00
MAG_5906638376089;B0G5N5DMX7;KADAX 16er Set Einmachgläser 720 ml mit Schraubdeckel in Folklore - Großvolumige Vorratsgläser für Gurken, Suppen, Fleischgerichte & Hausgemachte Konserven;A1PA6795UKMFR9;;;B0G52N3936;spapi_ean_only;1;22.95;EUR;2026-02-21 16:26:39+00:00;2026-02-21 16:26:39+00:00
MAG_5906638375082;B0G5NB3NPM;KADAX 10er Set Marmeladengläser 250 ml mit Schraubdeckel in Grün/Gold - Dickwandige Einmachgläser für Marmelade, Eingemachtes, Aufstriche, Wurst & mehr;A1PA6795UKMFR9;;;B0G52N3936;spapi_ean_only;1;16.95;EUR;2026-01-03 11:54:20+00:00;2026-01-03 11:54:20+00:00
MAG_5906638376737;B0G5NMJL6Y;KADAX 10er Set Marmeladengläser 330 ml mit Schraubdeckeln in Grün/Gold - luftdichte Vorratsgläser für Konfitüren, Desserts, Chutneys & Eingemachtes;A1PA6795UKMFR9;;;B0G52N3936;spapi_ean_only;1;16.95;EUR;2025-12-15 05:32:06+00:00;2025-12-15 05:32:06+00:00
MAG_5906638376638;B0G5NMLR89;KADAX 10er Set Marmeladengläser 330 ml mit Schraubdeckeln in Schwarz - luftdichte Vorratsgläser für Konfitüren, Desserts, Chutneys & Eingemachtes;A1PA6795UKMFR9;;;B0G52N3936;spapi_ean_only;1;16.95;EUR;2025-12-14 18:22:10+00:00;2025-12-14 18:22:10+00:00
MAG_5906638376973;B0G598RQTM;KADAX Vorratsglas 3 L mit Schraubdeckel in Weiß - großes Gärglas für Sauerkraut, Kombucha & Eingemachtes;A2NODRKZP88ZB9;;;B0G52N3936;spapi_ean_only;1;81.13;SEK;2026-01-15 17:22:58+00:00;2026-01-15 17:22:58+00:00
5I-IA6K-7RN2;B07NDWQSNT;KADAX Sieb aus Edelstahl. Küchensieb, Nudelsieb, Sieb mit einem Durchmesser von 20 cm, Sieb mit zwei Griffen, außen satiniert. Stabiler Sockel. Darf in einer Spülmaschine gespült werden.;AMEN7PMS3EDWL;;;;spapi_ean_only;1;11.83;EUR;2025-12-22 11:04:39+00:00;2025-12-22 11:04:39+00:00
MAG_5906638309131;B0DK1C448B;KADAX Râteau en métal, râteau à copeaux longs, large râteau à tête renforcée, râteau de jardin à long manche en bois, outil de jardin robuste, râteau à gazon (32 dents, bleu);AMEN7PMS3EDWL;;;B0DJ36V1HH;spapi_ean_only;1;38.45;EUR;2026-01-27 15:25:17+00:00;2026-01-27 15:25:17+00:00
MAG_5906638375860;B0G5YF3HX3;KADAX 24er Set Einmachgläser 580 ml mit Schraubdeckel in Beige/Blau - Stabile Gläser für Eingemachtes, Wurst, Fleisch, Saucen & Gemüse;A1PA6795UKMFR9;;;B0G52N3936;spapi_ean_only;1;23.95;EUR;2026-01-16 07:01:28+00:00;2026-01-16 07:01:28+00:00
MAG_5906638375853;B0G5YM26GF;KADAX 24er Set Einmachgläser 580 ml mit Schraubdeckel in Herz - Stabile Gläser für Eingemachtes, Wurst, Fleisch, Saucen & Gemüse;A1PA6795UKMFR9;;;B0G52N3936;spapi_ean_only;1;23.95;EUR;2026-03-01 08:49:31+00:00;2026-03-01 08:49:31+00:00
MAG_3253924839509;B0B58Z1QPX;Curver Trio V2 Abfalleimer 40L Treteimer Müllsortierung 3 Fächer Mülltrennsystem Abfalltrennsystem 3-Fach Inneneimer aus Kunststoff;A1RKKUPIHCS9HS;;;;spapi_ean_only;1;67.44;EUR;2026-02-18 10:09:48+00:00;2026-02-18 10:09:48+00:00
MAG_5906638375808;B0G5Y8P1LV;KADAX 24er Set Einmachgläser 580 ml mit Schraubdeckel in Herzen - Stabile Gläser für Eingemachtes, Wurst, Fleisch, Saucen & Gemüse;A1PA6795UKMFR9;;;B0G52N3936;spapi_ean_only;1;23.95;EUR;2026-01-17 10:35:56+00:00;2026-01-17 10:35:56+00:00
MAG_5906638375815;B0G5Y9G4KK;KADAX 24er Set Einmachgläser 580 ml mit Schraubdeckel in Paprika - Stabile Gläser für Eingemachtes, Wurst, Fleisch, Saucen & Gemüse;A1PA6795UKMFR9;;;B0G52N3936;spapi_ean_only;1;23.95;EUR;2026-01-06 13:23:17+00:00;2026-01-06 13:23:17+00:00
MAG_5906638376690;B0G5NJV7GW;KADAX 10er Set Marmeladengläser 330 ml mit Schraubdeckeln in Blumen - luftdichte Vorratsgläser für Konfitüren, Desserts, Chutneys & Eingemachtes;A1PA6795UKMFR9;;;B0G52N3936;spapi_ean_only;1;16.95;EUR;2026-01-03 11:45:22+00:00;2026-01-03 11:45:22+00:00
MAG_5906638374931;B0G5PNT6JH;KADAX 10er Set Marmeladengläser 250 ml mit Schraubdeckel in Schwarz Gepunktet - Dickwandige Einmachgläser für Marmelade, Eingemachtes, Aufstriche, Wurst & mehr;A1PA6795UKMFR9;;;B0G52N3936;spapi_ean_only;1;16.95;EUR;2025-12-14 09:29:37+00:00;2025-12-14 09:29:37+00:00
MAG_5906638374870;B0G5PQZGV5;KADAX 10er Set Marmeladengläser 250 ml mit Schraubdeckel in Silber - Dickwandige Einmachgläser für Marmelade, Eingemachtes, Aufstriche, Wurst & mehr;A1PA6795UKMFR9;;;B0G52N3936;spapi_ean_only;1;13.53;EUR;2025-12-15 11:34:16+00:00;2025-12-15 11:34:16+00:00
MAG_5906638376379;B0G5XMXRLY;KADAX 24er Set Einmachgläser 540 ml mit Schraubdeckel in Schwarz Kariert - Luftdichte Vorratsgläser für Konserven, Eintöpfe, Hausmannskost & mehr;A1PA6795UKMFR9;;;B0G52N3936;spapi_ean_only;1;22.95;EUR;2026-01-04 13:43:24+00:00;2026-01-04 13:43:24+00:00
MAG_5906638376294;B0G5XMZ1SG;KADAX 24er Set Einmachgläser 540 ml mit Schraubdeckel in Schwarz Gepunktet - Luftdichte Vorratsgläser für Konserven, Eintöpfe, Hausmannskost & mehr;A1PA6795UKMFR9;;;B0G52N3936;spapi_ean_only;1;22.95;EUR;2026-01-22 02:38:18+00:00;2026-01-22 02:38:18+00:00
MAG_5906638374603;B0G58K44BD;KADAX 10er Set Marmeladengläser 235 ml mit Schraubdeckel in Silber - Luftdichte Einmachgläser für Konfitüren, Eingemachtes, Pasteten, Fleisch & mehr;A1PA6795UKMFR9;;;B0G52N3936;spapi_ean_only;1;16.95;EUR;2025-12-11 20:36:48+00:00;2025-12-11 20:36:48+00:00
MAG_5906638375532;B0G589CYTN;KADAX 20er Set Marmeladengläser 350 ml mit Schraubdeckel in Blau Kariert - Luftdichte Einmachgläser für Marmelade, Pasteten, Suppen, Gemüse & Fleischgerichte;A1PA6795UKMFR9;;;B0G52N3936;spapi_ean_only;1;21.95;EUR;2026-02-22 13:52:00+00:00;2026-02-22 13:52:00+00:00
MAG_5906638375563;B0G584LRSQ;KADAX 20er Set Marmeladengläser 350 ml mit Schraubdeckel in Rot - Luftdichte Einmachgläser für Marmelade, Pasteten, Suppen, Gemüse & Fleischgerichte;A1PA6795UKMFR9;;;B0G52N3936;spapi_ean_only;1;21.95;EUR;2026-02-25 07:14:34+00:00;2026-02-25 07:14:34+00:00
MAG_5906638375525;B0G584WRL4;KADAX 20er Set Marmeladengläser 350 ml mit Schraubdeckel in Weiß - Luftdichte Einmachgläser für Marmelade, Pasteten, Suppen, Gemüse & Fleischgerichte;A1PA6795UKMFR9;;;B0G52N3936;spapi_ean_only;1;21.95;EUR;2026-02-11 20:49:23+00:00;2026-02-11 20:49:23+00:00
MAG_5906638375624;B0G57XMGWS;KADAX 24er Set Marmeladengläser 425 ml mit Schraubdeckel in Gold - Robuste Vorratsgläser & Einmachgläser für Chutneys, Eintöpfe, Soßen & Wurstwaren;A1PA6795UKMFR9;;;B0G52N3936;spapi_ean_only;1;24.95;EUR;2026-02-01 21:41:48+00:00;2026-02-01 21:41:48+00:00
MAG_5906638375488;B0G58388TL;KADAX 20er Set Marmeladengläser 350 ml mit Schraubdeckel in Schwarz Kariert - Luftdichte Einmachgläser für Marmelade, Pasteten, Suppen, Gemüse & Fleischgerichte;A1PA6795UKMFR9;;;B0G52N3936;spapi_ean_only;1;21.95;EUR;2026-01-08 09:45:22+00:00;2026-01-08 09:45:22+00:00
MAG_5906638375662;B0G57V49QH;KADAX 24er Set Marmeladengläser 425 ml ohne Deckel - Robuste Vorratsgläser & Einmachgläser für Chutneys, Eintöpfe, Soßen & Wurstwaren;A1PA6795UKMFR9;;;B0G52N3936;spapi_ean_only;1;22.76;EUR;2025-12-12 19:16:17+00:00;2025-12-12 19:16:17+00:00
MAG_5906638375648;B0G57VGDYC;KADAX 24er Set Marmeladengläser 425 ml mit Schraubdeckel in Schwarz/Gold - Robuste Vorratsgläser & Einmachgläser für Chutneys, Eintöpfe, Soßen & Wurstwaren;A1PA6795UKMFR9;;;B0G52N3936;spapi_ean_only;1;24.95;EUR;2025-12-15 10:10:06+00:00;2025-12-15 10:10:06+00:00
MAG_5906638375594;B0G57SPV88;KADAX 24er Set Marmeladengläser 425 ml mit Schraubdeckel in Herzen - Robuste Vorratsgläser & Einmachgläser für Chutneys, Eintöpfe, Soßen & Wurstwaren;A1PA6795UKMFR9;;;B0G52N3936;spapi_ean_only;1;24.95;EUR;2026-01-08 07:03:42+00:00;2026-01-08 07:03:42+00:00
MAG_5906638375679;B0G57T6QDF;KADAX 24er Set Marmeladengläser 425 ml mit Schraubdeckel in Herz - Robuste Vorratsgläser & Einmachgläser für Chutneys, Eintöpfe, Soßen & Wurstwaren;A1PA6795UKMFR9;;;B0G52N3936;spapi_ean_only;1;23.70;EUR;2026-01-07 06:33:32+00:00;2026-01-07 06:33:32+00:00
MAG_5906638375181;B0G53527BJ;KADAX 10er Set Einmachgläser 300 ml mit Schraubdeckel in Rot - Luftdichte Vorratsgläser für Suppen, Saucen, Fleischgerichte, Chutneys & mehr;A1PA6795UKMFR9;;;B0G52N3936;spapi_ean_only;1;17.95;EUR;2025-12-06 08:56:30+00:00;2025-12-06 08:56:30+00:00
MAG_5906638377031;B0G58TXQZ1;;A1805IZSGTT6HS;;;;spapi_ean_only;1;16.95;EUR;2026-03-02 20:00:22+00:00;2026-03-02 20:00:22+00:00
MAG_5906638377024;B0G591YYZV;KADAX Set van 2 voorraadpotten 5 L met schroefdoppen in wit - grote vergingspotten voor zuurkool, kombucha & ingeblikt voedsel;A1805IZSGTT6HS;;;B0G52N3936;spapi_ean_only;1;20.95;EUR;2026-01-13 10:42:15+00:00;2026-01-13 10:42:15+00:00
2O-TICZ-7HV1;B003YFHZ4C;;A1C3SOZRARQ6R3;;;B0G659VSCV;spapi_ean_only;1;;EUR;2026-02-04 06:04:28+00:00;2026-02-04 06:04:28+00:00
FJ-IK2P-C1OP;B0196Q9PVS;;A1PA6795UKMFR9;;;B0G1CG6J28;spapi_ean_only;1;;EUR;2025-12-25 01:19:48+00:00;2025-12-25 01:19:48+00:00
BF-7J9L-R8QM;B01M1UT6AL;Rouleau de papier à bulles - Longueur : 100 m, largeur : 50 cm;A13V1IB3VIYZZH;;;;spapi_ean_only;1;111.48;EUR;2026-02-12 15:23:12+00:00;2026-02-12 15:23:12+00:00
MAG_5906638376737;B0G5NMJL6Y;KADAX 10er Set Marmeladengläser 330 ml mit Schraubdeckeln in Grün/Gold - luftdichte Vorratsgläser für Konfitüren, Desserts, Chutneys & Eingemachtes;A13V1IB3VIYZZH;;;B0G52N3936;spapi_ean_only;1;16.95;EUR;2026-03-02 15:05:04+00:00;2026-03-02 15:05:04+00:00
MAG_5906638374207;B0G522PC24;KADAX 10er Set Marmeladengläser 200 ml mit Schraubdeckel in Obst - Dessertgläser & Vorratsgläser für Konfitüren, Chutneys, Pesto, Babybrei & mehr;A1PA6795UKMFR9;;;B0G52N3936;spapi_ean_only;1;15.95;EUR;2026-01-28 13:40:03+00:00;2026-01-28 13:40:03+00:00
NY-N417-GLR2;B01MF95G2H;KADAX Luftpolsterfolie Rolle 100m 30cm Breit Bubble Knallfolie, Blisterfolie transparent 1 Rolle, Noppenfolie 30/100;A1PA6795UKMFR9;;;;spapi_ean_only;1;15.99;EUR;2024-03-02 09:24:58+00:00;2024-03-02 09:24:58+00:00
5I-IA6K-7RN2;B07NDWQSNT;KADAX Sieb aus Edelstahl. Küchensieb, Nudelsieb, Sieb mit einem Durchmesser von 20 cm, Sieb mit zwei Griffen, außen satiniert. Stabiler Sockel. Darf in einer Spülmaschine gespült werden.;A1PA6795UKMFR9;;;;spapi_ean_only;1;10.75;EUR;2024-03-02 12:04:59+00:00;2024-03-02 12:04:59+00:00
MAG_5906638374436;B0G524XYNS;KADAX 10er Set Marmeladengläser 200 ml mit Schraubdeckel in Blau - Dessertgläser & Vorratsgläser für Konfitüren, Chutneys, Pesto, Babybrei & mehr;A1PA6795UKMFR9;;;B0G52N3936;spapi_ean_only;1;15.95;EUR;2026-01-30 14:08:27+00:00;2026-01-30 14:08:27+00:00
MAG_5906638374269;B0G5245TZB;KADAX 10er Set Marmeladengläser 200 ml mit Schraubdeckel in Folklore - Dessertgläser & Vorratsgläser für Konfitüren, Chutneys, Pesto, Babybrei & mehr;A1PA6795UKMFR9;;;B0G52N3936;spapi_ean_only;1;15.82;EUR;2025-12-10 13:02:35+00:00;2025-12-10 13:02:35+00:00
MAG_5906638374382;B0G523KG13;KADAX 10er Set Marmeladengläser 200 ml mit Schraubdeckel in Hellgrün - Dessertgläser & Vorratsgläser für Konfitüren, Chutneys, Pesto, Babybrei & mehr;A1PA6795UKMFR9;;;B0G52N3936;spapi_ean_only;1;15.95;EUR;2025-12-10 16:19:43+00:00;2025-12-10 16:19:43+00:00

=== GRUPA 2: BRAK product_id (SKU nie istnieje w acc_product) ===
sku;asin;title;marketplace_id;order_lines;total_revenue;currency;first_order;last_order
FBA_5903699434864;B0B2S7H1F6;KADAX 2 Stück Schwarz Rabe, Taubenabwehr und Taubenschreck aus Kunststoff, Vogelabwehr, natürliche Schädlingsbekämpfung, Schutz vor lästigen Vögeln;A1PA6795UKMFR9;44;765.96;EUR;2026-02-27 17:23:51+00:00;2026-03-02 21:27:10+00:00
MAG_5902730382157;B07YC5B9BB;KADAX Glasdeckel, Topfdeckel Ø28 cm, hitzebeständig, mit Dampfloch, und Kunststoffgriff, Universaldeckel für Töpfe & Pfannen, klare Sicht, dicht schließend;A1PA6795UKMFR9;15;99.76;EUR;2026-03-01 18:19:56+00:00;2026-03-03 05:21:07+00:00
FBA_5902730382126;B07YC4SWHK;KADAX Glasdeckel, Topfdeckel Ø24 cm, hitzebeständig, mit Dampfloch, und Kunststoffgriff, Universaldeckel für Töpfe & Pfannen, klare Sicht, dicht schließend;A1PA6795UKMFR9;11;117.69;EUR;2026-02-20 22:19:39+00:00;2026-03-02 09:46:59+00:00
FBA_5903699434864;B0B2S7H1F6;KADAX Corvi Scaccia Piccioni, Spaventapasseri da Balcone, Dissuasori Uccelli, Deterrenti in Plastica, Uccelli Finti Spaventa Passeri, Anti Piccioni (2);APJ6JRA9NG5V4;8;152.64;EUR;2026-03-02 06:11:09+00:00;2026-03-02 17:59:38+00:00
MAG_5903699409343_v2;B08JVNDCFK;KADAX Glasdeckel, Topfdeckel Ø20 cm, hitzebeständig, mit Dampfloch, und Stahlgriff, Universaldeckel für Töpfe & Pfannen, klare Sicht, dicht schließend;A1PA6795UKMFR9;5;29.80;EUR;2026-03-01 22:11:24+00:00;2026-03-03 07:30:24+00:00
FBA_5903699447390;B0BD8P46N4;KADAX 10st Mini Gläser 40 ml mit Schraubdeckel fi 43mm, Einmachglas, Gewürzgläser mit Deckel, Sturzglas, Probiergläser, Marmeladengläser, kleine Honiggläser (10 Stück, Schwarz Deckel);A1PA6795UKMFR9;4;47.90;EUR;2026-03-01 18:41:35+00:00;2026-03-02 17:18:50+00:00
FBA_5903699483190;B0CP7J1BJK;KADAX Glasbehälter mit Deckel, Lebensmittelbehälter, Spülmaschinenfester Lebensmittelbehälter, Verschließbare Frischhaltedose, Aufbewahrungsbehälter (Rund 1300ml);A1PA6795UKMFR9;4;59.80;EUR;2026-03-01 12:09:17+00:00;2026-03-02 09:18:40+00:00
FBA_5906638309209;B0F8NGR1JF;KADAX 4er Set Vakuumbehälter aus Glas (370ml, 640ml, 1040ml, 1520ml), Luftdichte Frischhaltedosen mit Vakuumdeckel & Handpumpe, luftdicht & auslaufsicher, Meal Prep Boxen für Küche & Gefrierschrank;A1PA6795UKMFR9;4;160.02;EUR;2026-02-28 19:41:23+00:00;2026-03-02 10:44:38+00:00
MAG_5903699482957;B0CGDL1H8C;KADAX Glasbräter, Auflaufform mit Deckel aus hitzebeständigem Glas, feuerfestes Gefäß für Lasagne, Gemüseeintopf, Glasbräter zum Braten im Backofen (Rechteckig - 5.8L);A1PA6795UKMFR9;4;131.80;EUR;2026-03-02 16:55:32+00:00;2026-03-02 18:04:04+00:00
MAG_5906638367278;B0FTLXRQCD;KADAX Staudenhalter Rund Ø 21 cm im 10er Set, Pflanzenhalter aus Kunststoff, Pflanzenstütze, Staudenstütze für Hortensien & Pfingstrosen, Hortensienhalter, Pflanzring (Grün);A1PA6795UKMFR9;3;32.85;EUR;2026-03-01 07:36:34+00:00;2026-03-02 16:22:43+00:00
FBA_5906638359433;B0FMDTXK8M;KADAX Leere Glasflaschen 250ml, 5 Stück, Likörflaschen mit Korken, Flaschen zum Befüllen von Likör, Wein und Schnaps, Dekoflaschen, Weinflaschen aus Glas;A1PA6795UKMFR9;3;44.85;EUR;2026-03-01 16:09:01+00:00;2026-03-02 17:07:00+00:00
FBA_5903699447468;B0BD8V9FBW;KADAX 20st Mini Gläser 40 ml mit Schraubdeckel fi 43mm, Einmachglas, Gewürzgläser mit Deckel, Sturzglas, Probiergläser, Marmeladengläser, kleine Honiggläser (20 Stück, Schwarz Deckel);A1PA6795UKMFR9;3;41.96;EUR;2026-03-01 22:12:26+00:00;2026-03-02 16:47:29+00:00
FBA_5903699420171;B08THBF8CF;KADAX Dispenser di Sapone Liquido 400ml, Dosasapone in Ceramica, Portasapone per Detersivo Piatti, Accessori per Bagno e Cucina, Porta Sapone (Nero);APJ6JRA9NG5V4;3;23.78;EUR;2026-02-28 12:29:34+00:00;2026-03-02 22:54:37+00:00
MAG_5903699470459;B0BXLTSG23;KADAX Glasdeckel, Topfdeckel Ø28 cm mit Schwarz und Silber Griff, hitzebeständig, mit Dampfloch, Universaldeckel für Töpfe & Pfannen, klare Sicht, dicht schließend;A1PA6795UKMFR9;3;29.88;EUR;2026-02-26 19:33:39+00:00;2026-03-01 22:02:01+00:00
MAG_5902730382065;B07YB71RKN;KADAX Krug, Glaskanne, Glaskrug aus robustem Glas, Wasserkrug mit Auslauf und handlichem Griff, Glaskaraffe für kalte Getränke, Saft, Eistee, Milch, transparent (Luca, 1.23L);A1PA6795UKMFR9;3;32.94;EUR;2026-03-02 11:44:32+00:00;2026-03-02 17:06:08+00:00
MAG_5902730381396;B07X9MPGGH;KADAX Gießkanne 5L, Gartengießkanne aus Kunststoff für Innen- und Außenbereich, Bewässerung, Blumen, Zimmerpflanzen, Garten, Haus, Wohnung, Gartengeräte mit Brause (5L);A1PA6795UKMFR9;2;32.43;EUR;2026-03-02 07:40:47+00:00;2026-03-02 14:35:50+00:00
MAG_5902730383192;B081K28979;KADAX 12 Stück Vogelabwehr Spikes, Kunststoff, 51x4x3,5 cm, 3-reihig, für Tauben, Katzen, Marder, Zaun, Balkon, Dach, Fensterbank, robust und wetterbeständig, frei zuschneidbar, Silber;A1PA6795UKMFR9;2;39.47;EUR;2026-03-02 19:55:58+00:00;2026-03-02 20:39:53+00:00
MAG_5902730388036;B086T34TFN;KADAX Farbwanne, große Farbschale aus Kunststoff, Maler Lackierwanne mit handlichem Griff, Lackierschale, leichtes Malerzubehör, Malerbedarf, Lackschale, Lackwanne (1, schwarz);A1PA6795UKMFR9;2;11.90;EUR;2026-03-01 17:39:05+00:00;2026-03-02 23:04:20+00:00
MAG_5902730388968;B086WLD31M;KADAX Farbeimer, eckiger Malereimer aus Kunststoff, Eimer mit Griff aus Metall, Stabiler Wassereimer mit Gießrand, für Renovierung, Garten, Putzeimer, rechteckig, leicht (8L, 3 Stück, blau);A1PA6795UKMFR9;2;37.90;EUR;2026-03-01 17:07:30+00:00;2026-03-02 15:52:46+00:00
MAG_5902730389781;B08735MCCC;KADAX Abstreifgitter, 39 x 28 cm, Farbgitter aus Kunststoff, großes Malergitter für Farbe, Malerzubehör, Abstreichgitter, Abtropfgitter, Malerwerkzeug, Farbabstreifer (6, schwarz);A1PA6795UKMFR9;2;27.34;EUR;2026-03-01 14:31:02+00:00;2026-03-01 17:42:20+00:00
MAG_5903699474662;B0C2PGBQ8C;KADAX Trinkgläser aus hochwertigem Glas, 12er Set, Wassergläser, dickwandige Saftgläser, geriffelte Gläser für Wasser, Drink, Saft, Party, Cocktailgläser, Getränkegläser (12er SET 325ml hoch);A1PA6795UKMFR9;2;71.90;EUR;2026-03-02 02:25:17+00:00;2026-03-03 06:01:49+00:00
MAG_5903699423738;B0928YH2B5;KADAX Vogelabschreckung aus Kunststoff, Plastik, Fliegende Krähe, Vogelabwehr, Taubenabwehr, Taubenschreck, Vogelschreck, Vogelscheuche, schwarzer Rabe gegen Tauben (1 Stück);A1PA6795UKMFR9;2;33.08;EUR;2026-03-01 19:14:41+00:00;2026-03-03 06:51:01+00:00
